Descricao;Valor_HM;Convenio
Artroplastia com implante na mão (MF ou IF);0,0;AMBEP
Artroplastia de quadril infectada (retirada dos componentes) - tratamento cirúrgico;0,0;AMBEP
Artroplastia de ressecção do quadril (Girdlestone) - tratamento cirúrgico;0,0;AMBEP
Artroplastia de tornozelo (com implante) - tratamento cirúrgico;0,0;AMBEP
Artroplastia do punho (com implante) - tratamento cirúrgico;0,0;AMBEP
Artroplastia escápulo umeral com implante - tratamento cirúrgico;0,0;AMBEP
Artroplastia interfalangeana / metacarpofalangeana - tratamento cirúrgico;0,0;AMBEP
Artroplastia para luxação recidivante da articulação têmporo-mandibular;0,0;AMBEP
Artroplastia para ossos do carpo (com implante) - tratamento cirúrgico;0,0;AMBEP
Artroplastia parcial do quadril (tipo Thompson ou qualquer técnica) - tratamento cirúrgico;0,0;AMBEP
Artroplastia total de joelho com implantes - tratamento cirúrgico;0,0;AMBEP
Artroplastias sem implante - tratamento cirúrgico;0,0;AMBEP
Artro-RM (incluir a punção articular) - por articulação;0,0;AMBEP
Artrorrise do tornozelo - tratamento cirúrgico;0,0;AMBEP
Artrotomia - tratamento cirúrgico;0,0;AMBEP
Artrotomia - tratamento cirúrgico;0,0;AMBEP
Artrotomia ao nível da mão -  tratamento cirúrgico;0,0;AMBEP
Artrotomia coxo-femoral - tratamento cirúrgico;0,0;AMBEP
Artrotomia de cotovelo - tratamento cirúrgico;0,0;AMBEP
Artrotomia de quadril infectada (incisão e drenagem de artrite séptica) sem retirada de componente - tratamento cirúrgico;0,0;AMBEP
Artrotomia de tornozelo - tratamento cirúrgico;0,0;AMBEP
Artrotomia glenoumeral - tratamento cirúrgico;0,0;AMBEP
Aslo;0,0;AMBEP
Aslo, quantitativo;0,0;AMBEP
Aspergilus, reação sorológica;0,0;AMBEP
Aspiração auricular ou curativo;0,0;AMBEP
Aspiração de folículos para fertilização;0,0;AMBEP
Aspiração manual intra-uterina (AMIU);0,0;AMBEP
Aspiração manual intra-uterina (AMIU) pós-abortamento;0,0;AMBEP
Assistência ao trabalho de parto, por hora (até o limite de 6 horas). Não será paga se o parto ocorrer na primeira hora após o início da assistência. Após a primeira hora, além da assistência, remunera-se o parto (via baixa ou cesariana);0,0;AMBEP
Assistência cardiológica no pós-operatório de cirurgia cardíaca (após a alta da UTI);0,0;AMBEP
Assistência cardiológica peroperatória em cirurgia geral e em parto (horas suplementares) - máximo de 4 horas;0,0;AMBEP
Assistência cardiológica peroperatória em cirurgia geral e em parto (primeira hora);0,0;AMBEP
Assistência fisiátrica respiratória em doente clínico internado;0,0;AMBEP
Assistência fisiátrica respiratória em paciente internado com ventilação mecânica;0,0;AMBEP
Assistência fisiátrica respiratória em pré e pós-operatório de condições cirúrgicas;0,0;AMBEP
Ataxias;0,0;AMBEP
Atendimento ao familiar do adolescente;0,0;AMBEP
Atendimento ao recém-nascido em berçário;0,0;AMBEP
Atendimento ao recém-nascido em sala de parto (parto normal ou operatório de alto risco);0,0;AMBEP
Atendimento ao recém-nascido em sala de parto (parto normal ou operatório de baixo risco);0,0;AMBEP
Atendimento do intensivista diarista (por dia e por paciente);0,0;AMBEP
Atendimento fisiátrico no pré e pós-operatório de pacientes para prevenção de seqüelas;0,0;AMBEP
Atendimento fisiátrico no pré e pós-parto;0,0;AMBEP
ATENDIMENTO IN COMPANY;0,0;AMBEP
Atendimento médico do intensivista em UTI geral ou pediátrica (plantão de 12 horas - por paciente);0,0;AMBEP
Atendimento pediátrico a gestantes (3º trimestre);0,0;AMBEP
Aterectomia percutânea orientada por RX;0,0;AMBEP
Ateromectomia rotacional, direcional, extracional ou uso de laser coronariano com ou sem angioplastia por balão, com ou sem implante de stent;0,0;AMBEP
Ativador tissular de plasminogênio (TPA);0,0;AMBEP
Atividade reflexa ou aplicação de técnica cinesioterápica específica;0,0;AMBEP
Atividades em escola de postura (máximo de 10 pessoas) - por sessão;0,0;AMBEP
Ato de coleta de PAAF de órgãos ou estruturas profundas com deslocamento do patologista;0,0;AMBEP
Ato de coleta de PAAF de órgãos ou estruturas profundas sem deslocamento do patologista;0,0;AMBEP
Ato de coleta de PAAF de órgãos ou estruturas superficiais - sem deslocamento do patologista;0,0;AMBEP
Ato de coleta de PAAF de órgãos ou estruturas superficiais com deslocamento do patologista;0,0;AMBEP
Atresia de cólon - tratamento cirúrgico;0,0;AMBEP
Atresia de duodeno - tratamento cirúrgico;0,0;AMBEP
Atresia de esôfago com fístula traqueal - tratamento cirúrgico;0,0;AMBEP
Atresia de esôfago sem fístula (dupla estomia) - tratamento cirúrgico;0,0;AMBEP
Atresia de vias biliares - tratamento cirúrgico;0,0;AMBEP
Atresia jejunal distal ou ileal - tratamento cirúrgico;0,0;AMBEP
Atresia jejunal proximal - tratamento cirúrgico;0,0;AMBEP
Atriosseptostomia por balão;0,0;AMBEP
Atriosseptostomia por lâmina;0,0;AMBEP
Audiometria (tipo Von Bekesy);0,0;AMBEP
Audiometria de tronco cerebral (PEA) BERA;0,0;AMBEP
Audiometria tonal limiar com testes de discriminação;70,0;AMBEP
Audiometria tonal limiar infantil condicionada (qualquer técnica) - Peep-show;0,0;AMBEP
Audiometria vocal - pesquisa de limiar de discriminação;70,0;AMBEP
Audiometria vocal - pesquisa de limiar de inteligibilidade;0,0;AMBEP
Audiometria vocal com mensagem competitiva (SSI, SSW);0,0;AMBEP
Autonomização de retalho - por estágio;0,0;AMBEP
Autotransplante com microcirurgia;0,0;AMBEP
Autotransplante conjuntival;0,0;AMBEP
Autotransplante de dois retalhos  musculares combinados, isolados e associados entre si, ligados por um único pedículo;0,0;AMBEP
Autotransplante de dois retalhos cutâneos combinados, isolados e associados entre si, ligados por um único pedículo vascular;0,0;AMBEP
Autotransplante de dois retalhos,  um  cutâneo  combinado a um muscular,  isolados  e associados entre si, ligados por um único pedículo vascular;0,0;AMBEP
Autotransplante de dois retalhos, um cutâneo combinado a retalho osteomuscular, isolados e associados entre sí, ligados por um único pedículo vascular;0,0;AMBEP
Autotransplante de epiplon;0,0;AMBEP
Autotransplante de outros retalhos,  isolados  entre  si, e associados mediante um único pedículo vascular comuns aos retalhos;0,0;AMBEP
Autotransplante de três retalhos, um cutâneo separado, combinado a outros dois retalhos musculares isolados e associados, ligados por um único pedículo vascular;0,0;AMBEP
Autotransplante de um testículo;0,0;AMBEP
Autotransplante renal unilateral;0,0;AMBEP
Avaliação Cardiologica;400,0;AMBEP
Avaliação Cardiologica;400,0;AMBEP
AVALIAÇÃO CLÍNICA;0,0;AMBEP
Avaliação clínica diária enteral;0,0;AMBEP
Avaliação clínica diária parenteral;0,0;AMBEP
Avaliação clínica diária parenteral e enteral;0,0;AMBEP
Avaliação clínica e eletrônica de paciente portador de marca-passo ou sincronizador ou desfibrilador;0,0;AMBEP
Avaliação da composição corporal por antropometria (inclui consulta);0,0;AMBEP
Avaliação da composição corporal por bioimpedanciometria;120,0;AMBEP
Avaliação da composição corporal por pesagem hidrostática;0,0;AMBEP
Avaliação da função muscular (por movimento) com equipamento informatizado (isocinético);0,0;AMBEP
Avaliação da função muscular (por movimento) com equipamento mecânico (dinamometria/módulos de cargas);0,0;AMBEP
Avaliação da função muscular por movimento manual (por membro);0,0;AMBEP
Avaliação da viabilidade miocárdica por cateter;0,0;AMBEP
Avaliação de vias lacrimais - monocular;0,0;AMBEP
AVALIAÇÃO DOS FATORES PSICOSSOCIAIS;1,0;AMBEP
Avaliação endoscópica da deglutição (FEES);0,0;AMBEP
Avaliação fisiológica da gravidade de obstruções (cateter ou guia);0,0;AMBEP
Avaliação hemodinâmica por cateterismo (aferimento de pressão ou fluxo arterial ou venoso);0,0;AMBEP
Avaliação isocinetica de Quadril;0,0;AMBEP
Avaliação Isocinética Ombro;0,0;AMBEP
Avaliação muscular por dinamometria computadorizada (isocinética) - por articulação;0,0;AMBEP
Avaliação neurofisiológica  da função  sexual (inclui eletroneuromiografia de MMII, RBC, NCDP, PEGC);0,0;AMBEP
Avaliação nutricional (inclui consulta);0,0;AMBEP
Avaliação nutricional pré e pós-cirurgia bariátrica (inclui consulta);0,0;AMBEP
AVALIACAO ODONTOLOGICA;0,0;AMBEP
AVALIAÇÃO OFTALMOLÓGICA;0,0;AMBEP
Avaliação órbito-palpebral-exoftalmometria - binocular;0,0;AMBEP
Avaliação Pericial -  MS Medicina;0,0;AMBEP
Avaliação Pre-operatoria;0,0;AMBEP
AVALIAÇÃO PSICOLOGICA;1,0;AMBEP
AVALIAÇÃO PSICOSSOCIAL;1,0;AMBEP
AVALIAÇÕES / ACOMPANHAMENTOS;0,0;AMBEP
AVALIAÇÕES / ACOMPANHAMENTOS;0,0;AMBEP
Avidez de IgG para toxoplasmose, citomegalia, rubéloa, EB e outros, cada;0,0;AMBEP
Axilar;0,0;AMBEP
Áxilo-palmar ou pendente;0,0;AMBEP
Azida sódica, teste da (para deissulfeto de carbono);0,0;AMBEP
B.A.A.R. (Ziehl ou fluorescência, pesquisa direta e após homogeneização);0,0;AMBEP
Bacia;0,0;AMBEP
Bacia;70,0;AMBEP
Bacia (articulações sacroilíacas);515,0;AMBEP
BACIA E MEMBROS INFERIORES;0,0;AMBEP
BAÇO;0,0;AMBEP
Baço, exame de esfregaço de aspirado;0,0;AMBEP
Bacterioscopia (Gram, Ziehl, Albert  etc), por lâmina;0,0;AMBEP
Barbitúricos, antidepressivos tricíclicos (cada);0,0;AMBEP
Bartituratos, pesquisa;0,0;AMBEP
Bartolinectomia unilateral;0,0;AMBEP
Base do crânio;0,0;AMBEP
Baterias de testes químicos de triagem em urina para erros inatos do metabolismo (mínimo de seis testes);0,0;AMBEP
Benzodiazepínicos e similares (cada);0,0;AMBEP
Beta mercapto-lactato-disulfidúria, pesquisa;0,0;AMBEP
Beta-2-microglobulina;0,0;AMBEP
Beta-glicuronidase;0,0;AMBEP
Betaterapia (placa de estrôncio) - por campo;0,0;AMBEP
BEXIGA;0,0;AMBEP
Bexiga psóica;0,0;AMBEP
Bíceps femoral (biceps femoris);0,0;AMBEP
Bilimetria  gástrica ou esofágica de 24 horas;0,0;AMBEP
Bilirrubinas (direta, indireta e total);14,16;AMBEP
Biofeedback com EMG;0,0;AMBEP
BIOIMPEDANCIA;0,0;AMBEP
Bioimpedanciometria (ambulatorial) exame;160,0;AMBEP
BIOLOGIA MOLECULAR;0,0;AMBEP
Biometria ultra-sônica - monocular;0,0;AMBEP
Biópsia (orelha externa);0,0;AMBEP
Biópsia (Particular);0,0;AMBEP
Biópsia cirúrgica coxo-femoral;0,0;AMBEP
Biópsia cirúrgica da cintura escapular;0,0;AMBEP
Biópsia cirúrgica de cintura pélvica;0,0;AMBEP
Biópsia cirúrgica de costela ou esterno;0,0;AMBEP
Biópsia cirúrgica de cotovelo;0,0;AMBEP
Biópsia cirúrgica de fêmur;0,0;AMBEP
Biópsia cirúrgica de joelho;0,0;AMBEP
Biópsia cirúrgica de punho;0,0;AMBEP
Biópsia cirúrgica de tíbia ou fíbula;0,0;AMBEP
Biópsia cirúrgica de ureter unilateral;0,0;AMBEP
Biópsia cirúrgica do antebraço;0,0;AMBEP
Biópsia cirúrgica do tornozelo;0,0;AMBEP
Biópsia cirúrgica do úmero;0,0;AMBEP
Biópsia cirúrgica dos ossos da mão;0,0;AMBEP
Biópsia cirúrgica dos ossos do pé;0,0;AMBEP
Biópsia da coluna;0,0;AMBEP
Biópsia de boca;0,0;AMBEP
Biopsia De Cisto Renal Orientada Por Us_x000D_;0,0;AMBEP
Biopsia De Colecao Superficiais Orientada Por Us_x000D_;0,0;AMBEP
Biópsia de conjuntiva;0,0;AMBEP
Biópsia de corpo vertebral com agulha;0,0;AMBEP
Biópsia de epidídimo;0,0;AMBEP
Biópsia de esclera;0,0;AMBEP
BIOPSIA DE FIGADO POR PUNCAO;0,0;AMBEP
Biópsia de glândula salivar;0,0;AMBEP
Biópsia de íris e corpo ciliar;0,0;AMBEP
Biópsia de lábio;0,0;AMBEP
Biópsia de linfonodos pré-escalênicos ou do confluente venoso;0,0;AMBEP
Biópsia de mandíbula;0,0;AMBEP
Biópsia de músculo;0,0;AMBEP
Biópsia de músculos;0,0;AMBEP
Biópsia de nariz;0,0;AMBEP
Biópsia de nervo;0,0;AMBEP
BIOPSIA DE ORGAOS OU ESTRUT. ORIENT. POR TC (particular);0,0;AMBEP
Biópsia de pálpebra;0,0;AMBEP
Biópsia de pâncreas por laparotomia;0,0;AMBEP
Biópsia de pâncreas por punção dirigida;0,0;AMBEP
Biópsia de pâncreas por videolaparoscopia;0,0;AMBEP
Biópsia de paratireóide;0,0;AMBEP
Biópsia de parede abdominal;0,0;AMBEP
Biópsia de pavilhão auricular;0,0;AMBEP
Biópsia de pele, tumores superficiais, tecido celular subcutâneo, linfonodo superficial, etc;980,0;AMBEP
BIÓPSIA DE PRÓSTATA;0,0;AMBEP
Biópsia de retina;0,0;AMBEP
Biópsia de tireóide;500,0;AMBEP
BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;0,0;AMBEP
Biópsia de tumor do mediastino (qualquer via);0,0;AMBEP
Biópsia de tumor do mediastino por vídeo;0,0;AMBEP
Biópsia de tumor via pars plana;0,0;AMBEP
Biópsia de unha;0,0;AMBEP
Biópsia de vagina;0,0;AMBEP
Biópsia de vítreo via pars plana;0,0;AMBEP
Biópsia de vulva;0,0;AMBEP
Biópsia do cavum, orofaringe ou hipofaringe;0,0;AMBEP
Biópsia do colo uterino;0,0;AMBEP
Biópsia do endométrio;0,0;AMBEP
Biópsia do miocárdio;0,0;AMBEP
Biópsia do vilo corial;0,0;AMBEP
Biópsia endomiocárdica;0,0;AMBEP
Biópsia endoscópica de bexiga (inclui cistoscopia);0,0;AMBEP
Biópsia endoscópica de ureter unilateral;0,0;AMBEP
Biópsia endoscópica de uretra;0,0;AMBEP
Biópsia esplênica;0,0;AMBEP
Biópsia estereotáxica de encéfalo;0,0;AMBEP
Biópsia hepática por laparotomia;0,0;AMBEP
Biópsia hepática por videolaparoscopia;0,0;AMBEP
Biópsia hepática transparietal;0,0;AMBEP
Biópsia incisional de mama;0,0;AMBEP
Biópsia óssea;0,0;AMBEP
Biópsia peniana;0,0;AMBEP
Biópsia percutânea de fragmento mamário;820,0;AMBEP
Biópsia percutânea de fragmento mamário;0,0;AMBEP
Biópsia percutânea de fragmento mamário;0,0;AMBEP
Biópsia percutânea de fragmento mamário (core biopsy) orientada por US ou RX - agulha grossa;0,0;AMBEP
Biópsia percutânea de pleura por agulha;0,0;AMBEP
Biopsia percutanea orientada por ct,us  ou rx;0,0;AMBEP
BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNET;0,0;AMBEP
Biopsia Prostata Por Us_x000D_;0,0;AMBEP
Biópsia prostática - até 8 fragmentos;680,0;AMBEP
Biópsia prostática - mais de 8 fragmentos;680,0;AMBEP
Biópsia renal cirúrgica unilateral;0,0;AMBEP
Biópsia renal laparoscópica unilateral;0,0;AMBEP
biópsia renal por punção;0,0;AMBEP
Biópsia unilateral de testículo;0,0;AMBEP
Biópsia vesical a céu aberto;0,0;AMBEP
Biópsias cirúrgicas de tendões, bursas e sinóvias;0,0;AMBEP
Biópsias percutânea sinovial ou de tecidos moles;0,0;AMBEP
Biópsias por laparoscopia;0,0;AMBEP
BIOQUÍMICA;0,0;AMBEP
Bioquímica ICR (proteínas + pandy + glicose + cloro);0,0;AMBEP
Biotinidase atividade da, qualitativo;0,0;AMBEP
Blastomicose, reação sorológica;0,0;AMBEP
Blefarorrafia;0,0;AMBEP
Bloqueio anestésico de nervos cranianos;0,0;AMBEP
Bloqueio anestésico de plexo celíaco;0,0;AMBEP
Bloqueio anestésico de simpático lombar;0,0;AMBEP
Bloqueio anestésico simpático;0,0;AMBEP
Bloqueio de articulação têmporo-mandibular;0,0;AMBEP
Bloqueio de gânglio estrelado com anestésico local;0,0;AMBEP
Bloqueio de gânglio estrelado com neurolítico;0,0;AMBEP
Bloqueio de nervo periférico;0,0;AMBEP
Bloqueio de nervo periférico;0,0;AMBEP
Bloqueio do sistema nervoso autônomo;0,0;AMBEP
Bloqueio facetário para-espinhoso;0,0;AMBEP
Bloqueio fenólico, alcoólico ou com toxina botulínica (de pontos motores) - por membro ou segmento corporal;0,0;AMBEP
Bloqueio neurolítico de nervos cranianos ou cérvico-torácico;0,0;AMBEP
Bloqueio neurolítico do plexo celíaco, simpático lombar ou torácico;0,0;AMBEP
Bloqueio neurolítico peridural ou subaracnóideo;0,0;AMBEP
Bloqueio peridural ou subaracnóideo com corticóide;0,0;AMBEP
Bloqueio simpático por via venosa;0,0;AMBEP
BLOQUEIOS ANESTÉSICOS DE NERVOS E ESTÍMULOS NEUROVASCULARES;0,0;AMBEP
BOCA;0,0;AMBEP
Bócio mergulhante: extirpação por acesso cérvico-torácico;0,0;AMBEP
Bolsa escrotal;0,0;AMBEP
Bota com ou sem salto;0,0;AMBEP
Braco;0,0;AMBEP
BRAÇO;0,0;AMBEP
Braquiterapia endoluminal de alta taxa de dose (BATD) - por inserção;0,0;AMBEP
Braquiterapia endoluminal de baixa taxa de dose (BBTD) - por inserção;0,0;AMBEP
Braquiterapia intersticial de alta taxa de dose (BATD) - por inserção ;0,0;AMBEP
Braquiterapia intersticial de baixa taxa de dose (BBTD) - com Césio - por inserção;0,0;AMBEP
Braquiterapia intersticial de baixa taxa de dose (BBTD) com ouro, irídio ou iodo - por tratamento;0,0;AMBEP
Braquiterapia intersticial de baixa taxa de dose (BBTD) permanente de próstata - por tratamento ;0,0;AMBEP
Braquiterapia intracavitária de alta taxa de dose (BATD) - por inserção;0,0;AMBEP
Braquiterapia intracavitária de baixa taxa de dose (BBTD) com Césio - por inserção;0,0;AMBEP
Braquiterapia oftálmica de baixa taxa de dose (BBTD) - por inserção;0,0;AMBEP
Braquiterapia por moldagem ou contato de baixa taxa de dose (BBTD) com Césio - por inserção;0,0;AMBEP
Braquiterapia por moldagem ou contato de baixa taxa de dose (BBTD) com ouro, irídio ou iodo - por tratamento;0,0;AMBEP
Braquiterapia por moldagem ou contato, de alta taxa de dose (BATD) - por inserção;0,0;AMBEP
Bridas congênitas - tratamento cirúrgico;0,0;AMBEP
Broncoplastia e/ou arterioplastia;0,0;AMBEP
Broncoplastia e/ou arterioplastia por videotoracoscopia;0,0;AMBEP
Broncoscopia com biópsia transbrônquica;0,0;AMBEP
Broncoscopia com biópsia transbrônquica com acompanhamento radioscópico;0,0;AMBEP
Broncoscopia com ou sem aspirado ou lavado brônquico bilateral;0,0;AMBEP
Broncotomia e/ou broncorrafia;0,0;AMBEP
Broncotomia e/ou broncorrafia por videotoracoscopia;0,0;AMBEP
BRÔNQUIOS;0,0;AMBEP
Brucela - IgG;0,0;AMBEP
Brucela - IgM;0,0;AMBEP
Brucela, prova rápida;0,0;AMBEP
BULBO OCULAR;0,0;AMBEP
Bulectomia unilateral;0,0;AMBEP
Bulectomia unilateral por videotoracoscopia;0,0;AMBEP
Bursectomia - tratamento cirúrgico;0,0;AMBEP
C1q;0,0;AMBEP
C3 proativador;0,0;AMBEP
C3A (fator B);0,0;AMBEP
CA 50;0,0;AMBEP
CA-242;0,0;AMBEP
CA-27-29;0,0;AMBEP
CABEÇA E PESCOÇO;0,0;AMBEP
Calázio;0,0;AMBEP
Calcaneo;0,0;AMBEP
Calcâneo;70,0;AMBEP
Cálcio ;33,8;AMBEP
Cálcio iônico;13,54;AMBEP
Calcitonina;0,0;AMBEP
Cálculo vesical - extração endoscópica;0,0;AMBEP
Cálculos urinários;0,0;AMBEP
Calorimetria direta;0,0;AMBEP
Calorimetria indireta (ambulatorial) exame;0,0;AMBEP
Calosidade e/ou mal perfurante - desbastamento (por lesão);0,0;AMBEP
CÂMARA ANTERIOR;0,0;AMBEP
Campimetria computadorizada - monocular;0,0;AMBEP
Campimetria manual - monocular;0,0;AMBEP
Canal arterial persistente - correção cirúrgica;0,0;AMBEP
Câncer de ovário (Debulking);0,0;AMBEP
Câncer de ovário (Debulking) laparoscópica;0,0;AMBEP
Cantoplastia lateral;0,0;AMBEP
Cantoplastia medial;0,0;AMBEP
Cantoplastia ungueal;0,0;AMBEP
Capacidade de fixação de ferro;39,5;AMBEP
Capilaroscopia periungueal;0,0;AMBEP
Capsulectomias múltiplas MF ou IF;0,0;AMBEP
Capsulectomias única MF e IF;0,0;AMBEP
Capsulotomia YAG ou cirúrgica;0,0;AMBEP
Carbamazepina;50,06;AMBEP
Carboxihemoglobina (para monóxido de carbono  diclorometano);0,0;AMBEP
CARDÍACO;0,0;AMBEP
Cárdio-estimulação transesofágica (CETE), terapêutica ou diagnóstica;0,0;AMBEP
Cardiomioplastia;0,0;AMBEP
CARDIOPULMONAR;0,0;AMBEP
Cardiotocografia anteparto;0,0;AMBEP
Cardiotocografia intraparto (por hora) até 6 horas externa;0,0;AMBEP
Cardiotomia (ferimento, corpo estranho, exploração);0,0;AMBEP
CARDIOVASCULAR  - IN VIVO;0,0;AMBEP
Cardioversão elétrica de emergência;0,0;AMBEP
Cardioversão elétrica eletiva (avaliação clínica, eletrocardiográfica, indispensável à desfibrilação);0,0;AMBEP
Cardioversão química de arritmia paroxísta em emergência;0,0;AMBEP
Cariótipo com bandas de pele, tumor e demais tecidos;0,0;AMBEP
Cariótipo com pesquisa de troca de cromátides irmãs;0,0;AMBEP
Cariótipo com técnicas de alta resolução;0,0;AMBEP
Cariótipo de medula (técnicas com bandas);0,0;AMBEP
Cariótipo de sangue (técnicas com bandas);0,0;AMBEP
Cariótipo de sangue obtido por cordocentese pré-natal;0,0;AMBEP
Cariótipo de sangue-pesquisa de marcadores tumorais;0,0;AMBEP
Cariótipo de sangue-pesquisa de sítio frágil X;0,0;AMBEP
Cariótipo em vilosidades coriônicas (cultivo de trofoblastos);0,0;AMBEP
Cariótipo para pesquisa de instabilidade cromossômica;0,0;AMBEP
Carnitina livre;0,0;AMBEP
Carnitina total e frações;0,0;AMBEP
Caroteno;0,0;AMBEP
Catecolaminas;0,0;AMBEP
Catecolaminas fracionadas - dopamina, epinefrina, norepinefrina (cada);0,0;AMBEP
Cateterismo cardíaco D e/ou E com  ou  sem  cinecoronariografia / cineangiografia  com  avaliação  de reatividade vascular pulmonar ou teste de sobrecarga hemodinânica;0,0;AMBEP
Cateterismo cardíaco D e/ou E com estudo cineangiográfico e de revascularização cirúrgica do miocárdio;0,0;AMBEP
Cateterismo cardíaco direito com estudo angiográfico da artéria pulmonar;0,0;AMBEP
Cateterismo cardíaco E e/ou D com cineangiocoronariografia e ventriculografia;0,0;AMBEP
Cateterismo cardíaco E e/ou D com cineangiocoronariografia, ventriculografia e estudo angiográfico  da aorta e/ou ramos tóraco-abdominais e/ou membros;0,0;AMBEP
Cateterismo da artéria radial - para PAM;0,0;AMBEP
Cateterismo E e estudo cineangiográfico da aorta e/ou seus ramos;0,0;AMBEP
